,county_fips_code,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,mask_at_times
479,13187,0.035,0.086,0.13,0.245,0.504,0.366
480,13189,0.072,0.053,0.123,0.265,0.488,0.39
481,13191,0.034,0.076,0.188,0.221,0.481,0.331
482,13193,0.078,0.049,0.113,0.21,0.55,0.337
483,13195,0.165,0.084,0.055,0.186,0.511,0.435
484,13197,0.084,0.12,0.167,0.196,0.433,0.4
485,13199,0.109,0.086,0.138,0.15,0.517,0.345
486,13201,0.064,0.056,0.182,0.159,0.539,0.279
487,13205,0.044,0.112,0.055,0.159,0.63,0.315
488,13207,0.072,0.035,0.184,0.253,0.455,0.36
489,13209,0.114,0.083,0.174,0.228,0.401,0.425
490,13211,0.061,0.064,0.093,0.168,0.614,0.293
491,13213,0.193,0.03,0.182,0.177,0.417,0.4
492,13215,0.063,0.073,0.083,0.225,0.555,0.361
493,13217,0.094,0.076,0.123,0.207,0.5,0.377
494,13219,0.049,0.063,0.095,0.181,0.611,0.293
495,13221,0.056,0.082,0.054,0.181,0.627,0.319
496,13223,0.097,0.068,0.108,0.233,0.494,0.398
497,13225,0.027,0.074,0.172,0.16,0.567,0.261
498,13227,0.038,0.118,0.101,0.188,0.555,0.344
499,13229,0.05,0.143,0.127,0.157,0.522,0.35
500,13231,0.059,0.06,0.147,0.192,0.542,0.311
501,13233,0.106,0.071,0.192,0.145,0.485,0.322
502,13235,0.079,0.031,0.098,0.218,0.575,0.328
503,13237,0.059,0.093,0.118,0.214,0.516,0.366
504,13239,0.053,0.15,0.095,0.163,0.538,0.366
505,13241,0.1,0.083,0.124,0.229,0.464,0.412
506,13243,0.016,0.065,0.05,0.2,0.669,0.281
507,13245,0.068,0.059,0.114,0.18,0.578,0.307
508,13247,0.058,0.078,0.115,0.216,0.534,0.352
509,13249,0.07,0.102,0.117,0.214,0.497,0.386
510,13251,0.198,0.069,0.081,0.242,0.41,0.509
511,13253,0.073,0.079,0.202,0.135,0.51,0.287
512,13255,0.072,0.038,0.179,0.202,0.509,0.312
513,13257,0.087,0.116,0.116,0.31,0.37,0.513
514,13259,0.055,0.092,0.133,0.203,0.517,0.35
515,13261,0.055,0.056,0.046,0.202,0.641,0.313
516,13263,0.168,0.08,0.089,0.171,0.492,0.419
517,13265,0.065,0.048,0.086,0.158,0.644,0.271
518,13267,0.051,0.076,0.214,0.224,0.434,0.351
519,13269,0.126,0.069,0.182,0.201,0.422,0.396
520,13271,0.156,0.075,0.134,0.208,0.427,0.439
521,13273,0.019,0.029,0.03,0.167,0.755,0.215
522,13275,0.026,0.096,0.12,0.228,0.53,0.35
523,13277,0.066,0.088,0.122,0.227,0.496,0.381
524,13279,0.097,0.069,0.179,0.226,0.429,0.392
525,13281,0.076,0.096,0.098,0.199,0.531,0.371
526,13283,0.096,0.07,0.168,0.267,0.399,0.433
527,13285,0.175,0.031,0.119,0.178,0.497,0.384
528,13287,0.141,0.042,0.094,0.175,0.547,0.358
529,13289,0.04,0.077,0.188,0.148,0.547,0.265
530,13291,0.065,0.119,0.087,0.168,0.56,0.352
531,13293,0.16,0.1,0.114,0.206,0.421,0.466
532,13295,0.144,0.164,0.117,0.21,0.366,0.518
533,13297,0.106,0.127,0.184,0.141,0.442,0.374
534,13299,0.061,0.108,0.109,0.166,0.556,0.335
535,13301,0.095,0.065,0.14,0.226,0.474,0.386
536,13303,0.104,0.07,0.053,0.157,0.617,0.331
537,13305,0.029,0.139,0.143,0.139,0.55,0.307
538,13307,0.019,0.064,0.103,0.21,0.603,0.293
539,13309,0.135,0.078,0.162,0.23,0.395,0.443
540,13311,0.057,0.064,0.099,0.347,0.433,0.468
541,13313,0.185,0.068,0.203,0.142,0.403,0.395
542,13315,0.173,0.017,0.083,0.157,0.569,0.347
543,13317,0.08,0.086,0.114,0.172,0.548,0.338
544,13319,0.039,0.062,0.141,0.224,0.534,0.325
545,13321,0.069,0.056,0.083,0.187,0.605,0.312
546,15001,0.01,0.032,0.037,0.122,0.799,0.164
547,15003,0.011,0.012,0.027,0.151,0.798,0.174
548,15005,0.026,0.013,0.032,0.08,0.85,0.119
549,15007,0.0,0.021,0.046,0.108,0.825,0.129
550,15009,0.034,0.016,0.025,0.122,0.803,0.172
551,16001,0.118,0.078,0.084,0.194,0.526,0.39
552,16003,0.094,0.216,0.218,0.218,0.254,0.528
553,16005,0.084,0.193,0.176,0.195,0.352,0.472
554,16007,0.151,0.12,0.102,0.243,0.385,0.514
555,16009,0.038,0.059,0.15,0.152,0.601,0.249
556,16011,0.095,0.197,0.175,0.229,0.304,0.521
557,16013,0.155,0.107,0.102,0.13,0.506,0.392
558,16015,0.057,0.038,0.038,0.549,0.318,0.569
559,16017,0.088,0.116,0.119,0.241,0.436,0.445
560,16019,0.096,0.202,0.188,0.247,0.268,0.545
561,16021,0.045,0.171,0.061,0.185,0.537,0.401
562,16023,0.107,0.213,0.159,0.222,0.298,0.542
563,16025,0.186,0.03,0.047,0.098,0.639,0.314
564,16027,0.113,0.095,0.17,0.24,0.381,0.448
565,16029,0.1,0.181,0.191,0.202,0.326,0.483
566,16031,0.134,0.223,0.102,0.149,0.392,0.506
567,16033,0.119,0.228,0.196,0.239,0.218,0.569
568,16035,0.037,0.112,0.127,0.25,0.475,0.399
569,16037,0.069,0.029,0.199,0.244,0.458,0.342
570,16039,0.206,0.044,0.038,0.173,0.539,0.423
571,16041,0.131,0.118,0.085,0.256,0.41,0.505
572,16043,0.111,0.206,0.202,0.247,0.233,0.564
573,16045,0.119,0.136,0.111,0.198,0.436,0.453
574,16047,0.211,0.202,0.089,0.153,0.345,0.566
575,16049,0.045,0.094,0.164,0.275,0.423,0.414
576,16051,0.099,0.208,0.192,0.249,0.252,0.556
577,16053,0.175,0.219,0.096,0.167,0.343,0.561
578,16055,0.146,0.105,0.17,0.22,0.359,0.471
579,16057,0.002,0.012,0.066,0.328,0.592,0.342
580,16059,0.109,0.173,0.231,0.125,0.362,0.407
581,16061,0.027,0.073,0.157,0.285,0.459,0.385
582,16063,0.18,0.2,0.105,0.135,0.379,0.515
583,16065,0.101,0.207,0.196,0.25,0.245,0.558
584,16067,0.134,0.219,0.106,0.152,0.39,0.505
585,16069,0.009,0.03,0.117,0.326,0.517,0.365
586,16071,0.083,0.173,0.153,0.185,0.406,0.441
587,16073,0.123,0.137,0.146,0.171,0.423,0.431
588,16075,0.081,0.199,0.174,0.242,0.304,0.522
589,16077,0.078,0.205,0.152,0.185,0.381,0.468
590,16079,0.068,0.144,0.299,0.147,0.342,0.359
591,16081,0.099,0.189,0.19,0.25,0.272,0.538
592,16083,0.166,0.222,0.101,0.177,0.335,0.565
593,16085,0.041,0.118,0.102,0.378,0.361,0.537
594,16087,0.136,0.13,0.324,0.172,0.239,0.438
595,17001,0.18,0.092,0.189,0.19,0.35,0.462
596,17003,0.11,0.082,0.148,0.262,0.398,0.454
597,17005,0.07,0.055,0.108,0.218,0.549,0.343
598,17007,0.025,0.006,0.065,0.244,0.66,0.275
599,17009,0.18,0.099,0.136,0.2,0.385,0.479
600,17011,0.012,0.019,0.156,0.208,0.605,0.239
601,17013,0.082,0.06,0.219,0.366,0.273,0.508
602,17015,0.03,0.064,0.12,0.19,0.596,0.284
603,17017,0.103,0.08,0.19,0.187,0.441,0.37
604,17019,0.0,0.067,0.08,0.192,0.661,0.259
605,17021,0.059,0.057,0.091,0.19,0.603,0.306
606,17023,0.127,0.089,0.107,0.226,0.451,0.442
607,17025,0.062,0.115,0.145,0.306,0.372,0.483
608,17027,0.102,0.063,0.083,0.166,0.587,0.331
609,17029,0.112,0.055,0.201,0.221,0.411,0.388
610,17031,0.023,0.021,0.072,0.162,0.722,0.206
611,17033,0.146,0.196,0.047,0.219,0.392,0.561
612,17035,0.095,0.075,0.194,0.212,0.424,0.382
613,17037,0.007,0.012,0.034,0.191,0.756,0.21
614,17039,0.035,0.106,0.073,0.28,0.507,0.421
615,17041,0.048,0.061,0.105,0.191,0.594,0.3
616,17043,0.01,0.01,0.056,0.163,0.76,0.183
617,17045,0.174,0.09,0.131,0.208,0.398,0.472
618,17047,0.086,0.148,0.233,0.306,0.228,0.54
619,17049,0.072,0.072,0.214,0.232,0.41,0.376
620,17051,0.069,0.076,0.156,0.229,0.47,0.374
621,17053,0.011,0.082,0.167,0.172,0.567,0.265
622,17055,0.099,0.166,0.119,0.211,0.405,0.476
623,17057,0.016,0.03,0.311,0.199,0.444,0.245
624,17059,0.201,0.06,0.128,0.238,0.373,0.499
625,17061,0.136,0.029,0.109,0.217,0.508,0.382
626,17063,0.056,0.056,0.105,0.183,0.599,0.295
627,17065,0.138,0.179,0.1,0.21,0.373,0.527
628,17067,0.147,0.154,0.125,0.163,0.411,0.464
629,17069,0.163,0.072,0.235,0.191,0.34,0.426
630,17071,0.096,0.044,0.101,0.155,0.604,0.295
631,17073,0.067,0.072,0.061,0.203,0.597,0.342
632,17075,0.097,0.168,0.069,0.242,0.424,0.507
633,17077,0.066,0.078,0.151,0.209,0.496,0.353
634,17079,0.099,0.135,0.131,0.254,0.38,0.488
635,17081,0.122,0.126,0.08,0.279,0.393,0.527
636,17083,0.074,0.079,0.124,0.185,0.537,0.338
637,17085,0.034,0.104,0.22,0.178,0.465,0.316
638,17087,0.124,0.05,0.189,0.141,0.496,0.315
639,17089,0.013,0.026,0.048,0.165,0.748,0.204
640,17091,0.044,0.084,0.096,0.249,0.527,0.377
641,17093,0.001,0.009,0.065,0.136,0.788,0.146
642,17095,0.035,0.031,0.194,0.246,0.494,0.312
643,17097,0.02,0.018,0.046,0.146,0.769,0.184
644,17099,0.018,0.046,0.113,0.267,0.556,0.331
645,17101,0.197,0.157,0.105,0.281,0.26,0.569
646,17103,0.013,0.054,0.058,0.224,0.65,0.291
647,17105,0.03,0.147,0.08,0.234,0.51,0.411
648,17107,0.046,0.045,0.23,0.128,0.551,0.219
649,17109,0.041,0.091,0.097,0.182,0.59,0.314
650,17111,0.03,0.012,0.066,0.176,0.716,0.218
651,17113,0.085,0.062,0.091,0.201,0.561,0.348
652,17115,0.016,0.062,0.088,0.286,0.549,0.364
653,17117,0.015,0.05,0.147,0.227,0.561,0.292
654,17119,0.035,0.045,0.083,0.189,0.648,0.269
655,17121,0.1,0.093,0.101,0.302,0.404,0.495
656,17123,0.048,0.083,0.133,0.198,0.538,0.329
657,17125,0.238,0.031,0.292,0.126,0.313,0.395
658,17127,0.097,0.043,0.232,0.256,0.373,0.396
659,17129,0.102,0.047,0.138,0.172,0.54,0.321
660,17131,0.039,0.066,0.11,0.215,0.571,0.32
661,17133,0.003,0.04,0.112,0.174,0.67,0.217
662,17135,0.018,0.05,0.091,0.316,0.525,0.384
663,17137,0.05,0.062,0.177,0.178,0.533,0.29
664,17139,0.081,0.073,0.213,0.243,0.39,0.397
665,17141,0.053,0.045,0.129,0.184,0.589,0.282
666,17143,0.039,0.036,0.096,0.251,0.577,0.326
667,17145,0.055,0.092,0.104,0.358,0.392,0.505
668,17147,0.003,0.052,0.06,0.198,0.688,0.253
669,17149,0.138,0.079,0.218,0.205,0.36,0.422
670,17151,0.104,0.054,0.213,0.214,0.415,0.372
671,17153,0.117,0.064,0.189,0.225,0.405,0.406
672,17155,0.021,0.025,0.168,0.251,0.535,0.297
673,17157,0.008,0.032,0.117,0.391,0.452,0.431
674,17159,0.111,0.151,0.107,0.3,0.331,0.562
675,17161,0.078,0.025,0.066,0.235,0.596,0.338
676,17163,0.032,0.027,0.037,0.138,0.767,0.197
677,17165,0.117,0.106,0.111,0.204,0.462,0.427
678,17167,0.017,0.03,0.155,0.233,0.564,0.28
679,17169,0.132,0.1,0.152,0.198,0.417,0.43
680,17171,0.113,0.057,0.148,0.162,0.52,0.332
681,17173,0.07,0.047,0.168,0.245,0.469,0.362
682,17175,0.013,0.101,0.058,0.155,0.672,0.269
683,17177,0.036,0.059,0.041,0.222,0.644,0.317
684,17179,0.044,0.04,0.141,0.215,0.56,0.299
685,17181,0.1,0.078,0.162,0.195,0.466,0.373
686,17183,0.023,0.119,0.088,0.266,0.504,0.408
687,17185,0.078,0.113,0.271,0.325,0.212,0.516
688,17187,0.042,0.02,0.141,0.276,0.522,0.338
689,17189,0.118,0.046,0.053,0.327,0.456,0.491
690,17191,0.086,0.142,0.128,0.3,0.345,0.528
691,17193,0.19,0.144,0.095,0.239,0.332,0.569
692,17195,0.025,0.066,0.042,0.218,0.649,0.309
693,17197,0.041,0.024,0.062,0.134,0.739,0.199
694,17199,0.095,0.122,0.136,0.183,0.464,0.4
695,17201,0.031,0.03,0.089,0.193,0.657,0.254
696,17203,0.062,0.067,0.112,0.242,0.517,0.371
697,18001,0.136,0.047,0.16,0.348,0.309,0.531
698,18003,0.07,0.14,0.099,0.228,0.464,0.438
699,18005,0.138,0.084,0.085,0.286,0.406,0.508
700,18007,0.082,0.126,0.112,0.183,0.496,0.391
701,18009,0.093,0.152,0.106,0.203,0.447,0.448
702,18011,0.052,0.085,0.142,0.308,0.413,0.445
703,18013,0.055,0.061,0.041,0.184,0.66,0.3
704,18015,0.059,0.104,0.17,0.22,0.447,0.383
705,18017,0.037,0.192,0.283,0.206,0.283,0.435
706,18019,0.068,0.06,0.141,0.228,0.501,0.356
707,18021,0.122,0.073,0.112,0.226,0.466,0.421
708,18023,0.088,0.033,0.132,0.285,0.462,0.406
709,18025,0.067,0.089,0.118,0.261,0.465,0.417
710,18027,0.049,0.061,0.13,0.214,0.546,0.324
711,18029,0.083,0.1,0.168,0.277,0.371,0.46
712,18031,0.175,0.083,0.101,0.204,0.437,0.462
713,18033,0.109,0.074,0.118,0.149,0.55,0.332
714,18035,0.095,0.109,0.124,0.197,0.475,0.401
715,18037,0.01,0.105,0.086,0.25,0.55,0.365
716,18039,0.03,0.097,0.094,0.252,0.528,0.379
717,18041,0.161,0.041,0.048,0.237,0.514,0.439
718,18043,0.053,0.086,0.154,0.233,0.474,0.372
719,18045,0.077,0.089,0.147,0.212,0.474,0.378
720,18047,0.07,0.082,0.104,0.199,0.545,0.351
721,18049,0.142,0.114,0.128,0.217,0.399,0.473
722,18051,0.09,0.1,0.204,0.255,0.351,0.445
723,18053,0.053,0.108,0.133,0.311,0.393,0.472
724,18055,0.099,0.027,0.081,0.235,0.558,0.361
725,18057,0.07,0.051,0.049,0.234,0.596,0.355
726,18059,0.068,0.04,0.166,0.306,0.42,0.414
727,18061,0.094,0.084,0.205,0.258,0.359,0.436
728,18063,0.054,0.052,0.113,0.257,0.523,0.363
729,18065,0.183,0.148,0.125,0.111,0.434,0.442
730,18067,0.008,0.083,0.183,0.301,0.426,0.392
731,18069,0.15,0.182,0.053,0.199,0.416,0.531
732,18071,0.097,0.098,0.105,0.388,0.312,0.569
733,18073,0.186,0.1,0.065,0.328,0.321,0.569
734,18075,0.141,0.139,0.157,0.235,0.328,0.515
735,18077,0.083,0.219,0.218,0.225,0.255,0.527
736,18079,0.095,0.105,0.172,0.308,0.319,0.508
737,18081,0.057,0.094,0.1,0.192,0.557,0.343
738,18083,0.158,0.125,0.121,0.259,0.338,0.542
739,18085,0.073,0.147,0.089,0.195,0.496,0.415
740,18087,0.059,0.082,0.171,0.236,0.452,0.377
741,18089,0.043,0.057,0.088,0.219,0.592,0.319
742,18091,0.084,0.075,0.168,0.206,0.466,0.365
743,18093,0.092,0.117,0.109,0.191,0.491,0.4
744,18095,0.062,0.084,0.15,0.145,0.559,0.291
745,18097,0.051,0.053,0.116,0.232,0.548,0.336
746,18099,0.12,0.103,0.159,0.229,0.389,0.452
747,18101,0.041,0.064,0.123,0.223,0.55,0.328
748,18103,0.054,0.125,0.253,0.226,0.343,0.405
749,18105,0.037,0.037,0.094,0.242,0.591,0.316
750,18107,0.07,0.116,0.168,0.156,0.49,0.342
751,18109,0.06,0.131,0.136,0.188,0.485,0.379
752,18111,0.102,0.153,0.092,0.338,0.316,0.569
753,18113,0.057,0.11,0.135,0.197,0.5,0.364
754,18115,0.06,0.078,0.18,0.223,0.459,0.361
755,18117,0.096,0.086,0.073,0.315,0.43,0.497
756,18119,0.094,0.038,0.087,0.282,0.5,0.414
757,18121,0.116,0.111,0.174,0.195,0.405,0.422
758,18123,0.01,0.109,0.087,0.252,0.542,0.371
759,18125,0.052,0.089,0.163,0.2,0.495,0.341
760,18127,0.05,0.1,0.108,0.231,0.512,0.381
761,18129,0.132,0.056,0.115,0.226,0.472,0.414
762,18131,0.135,0.219,0.171,0.253,0.223,0.569
763,18133,0.075,0.162,0.204,0.194,0.366,0.431
764,18135,0.128,0.13,0.228,0.179,0.336,0.437
765,18137,0.054,0.074,0.15,0.294,0.429,0.422
766,18139,0.133,0.118,0.063,0.279,0.408,0.53
767,18141,0.031,0.04,0.102,0.228,0.598,0.299
768,18143,0.036,0.073,0.168,0.263,0.46,0.372
769,18145,0.16,0.057,0.177,0.193,0.413,0.41
770,18147,0.017,0.134,0.104,0.216,0.529,0.367
771,18149,0.177,0.151,0.088,0.219,0.365,0.547
772,18151,0.04,0.089,0.17,0.169,0.532,0.298
773,18153,0.127,0.071,0.077,0.207,0.517,0.405
774,18155,0.089,0.125,0.209,0.234,0.344,0.448
775,18157,0.093,0.083,0.102,0.204,0.518,0.38
776,18159,0.033,0.082,0.089,0.444,0.352,0.559
777,18161,0.095,0.053,0.106,0.178,0.569,0.326
778,18163,0.07,0.039,0.115,0.234,0.542,0.343
779,18165,0.113,0.105,0.134,0.223,0.426,0.441
780,18167,0.118,0.064,0.102,0.25,0.466,0.432
781,18169,0.07,0.11,0.237,0.202,0.381,0.382
782,18171,0.079,0.115,0.092,0.223,0.492,0.417
783,18173,0.045,0.038,0.117,0.252,0.548,0.335
784,18175,0.097,0.074,0.062,0.356,0.411,0.527
785,18177,0.162,0.09,0.138,0.261,0.348,0.513
786,18179,0.205,0.05,0.077,0.337,0.332,0.569
787,18181,0.056,0.177,0.194,0.189,0.384,0.422
788,18183,0.061,0.186,0.132,0.16,0.46,0.407
789,19001,0.073,0.128,0.128,0.307,0.364,0.508
790,19003,0.148,0.11,0.15,0.311,0.281,0.569
791,19005,0.138,0.049,0.132,0.212,0.469,0.399
792,19007,0.044,0.11,0.239,0.193,0.413,0.347
793,19009,0.224,0.073,0.194,0.187,0.322,0.484
794,19011,0.098,0.067,0.13,0.2,0.504,0.365
795,19013,0.032,0.053,0.18,0.289,0.447,0.374
796,19015,0.09,0.08,0.1,0.197,0.533,0.367
797,19017,0.048,0.062,0.197,0.268,0.424,0.378
798,19019,0.021,0.124,0.087,0.394,0.373,0.539
799,19021,0.183,0.062,0.26,0.207,0.288,0.452
800,19023,0.052,0.094,0.208,0.23,0.417,0.376
801,19025,0.212,0.117,0.213,0.153,0.304,0.482
802,19027,0.153,0.11,0.241,0.139,0.358,0.402
803,19029,0.341,0.07,0.124,0.238,0.227,0.569
804,19031,0.026,0.096,0.142,0.355,0.381,0.477
805,19033,0.061,0.365,0.146,0.213,0.215,0.569
806,19035,0.183,0.105,0.221,0.182,0.309,0.47
807,19037,0.075,0.136,0.197,0.236,0.356,0.447
808,19039,0.078,0.167,0.143,0.194,0.418,0.439
809,19041,0.224,0.035,0.112,0.189,0.441,0.448
810,19043,0.123,0.084,0.137,0.284,0.371,0.491
811,19045,0.092,0.13,0.079,0.269,0.43,0.491
812,19047,0.089,0.045,0.141,0.064,0.66,0.198
813,19049,0.036,0.102,0.118,0.26,0.485,0.398
814,19051,0.038,0.101,0.249,0.201,0.411,0.34
815,19053,0.248,0.132,0.258,0.068,0.294,0.448
816,19055,0.035,0.137,0.137,0.408,0.283,0.569
817,19057,0.135,0.081,0.109,0.122,0.553,0.338
818,19059,0.276,0.027,0.091,0.173,0.433,0.476
819,19061,0.037,0.155,0.189,0.189,0.43,0.381
820,19063,0.241,0.083,0.067,0.181,0.428,0.505
821,19065,0.054,0.075,0.128,0.349,0.394,0.478
822,19067,0.063,0.271,0.148,0.25,0.268,0.569
823,19069,0.088,0.278,0.187,0.186,0.261,0.552
824,19071,0.048,0.061,0.071,0.209,0.611,0.318
825,19073,0.116,0.141,0.235,0.153,0.354,0.41
826,19075,0.038,0.042,0.203,0.238,0.48,0.318
827,19077,0.162,0.073,0.143,0.283,0.34,0.518
828,19079,0.143,0.118,0.129,0.153,0.457,0.414
829,19081,0.08,0.384,0.146,0.174,0.216,0.569
830,19083,0.074,0.075,0.195,0.214,0.441,0.363
831,19085,0.118,0.044,0.094,0.178,0.565,0.34
832,19087,0.123,0.142,0.091,0.183,0.461,0.448
833,19089,0.077,0.151,0.176,0.183,0.413,0.411
834,19091,0.243,0.268,0.147,0.102,0.24,0.569
835,19093,0.153,0.094,0.246,0.128,0.38,0.375
836,19095,0.027,0.149,0.135,0.239,0.45,0.415
837,19097,0.032,0.096,0.229,0.232,0.411,0.36
838,19099,0.102,0.105,0.233,0.212,0.347,0.419
839,19101,0.074,0.116,0.221,0.191,0.398,0.381
840,19103,0.014,0.044,0.069,0.2,0.673,0.258
841,19105,0.04,0.105,0.165,0.336,0.355,0.481
842,19107,0.035,0.126,0.287,0.28,0.272,0.441
843,19109,0.135,0.318,0.101,0.173,0.272,0.569
844,19111,0.17,0.146,0.131,0.161,0.392,0.477
845,19113,0.039,0.081,0.115,0.201,0.563,0.321
846,19115,0.097,0.058,0.15,0.214,0.482,0.369
847,19117,0.032,0.204,0.196,0.185,0.384,0.421
848,19119,0.078,0.173,0.157,0.247,0.344,0.498
849,19121,0.01,0.102,0.136,0.268,0.484,0.38
850,19123,0.069,0.067,0.294,0.283,0.287,0.419
851,19125,0.053,0.049,0.209,0.26,0.429,0.362
852,19127,0.077,0.064,0.153,0.226,0.48,0.367
853,19129,0.064,0.084,0.091,0.281,0.481,0.429
854,19131,0.046,0.282,0.149,0.26,0.263,0.569
855,19133,0.078,0.069,0.087,0.127,0.64,0.274
856,19135,0.034,0.078,0.256,0.247,0.385,0.359
857,19137,0.218,0.034,0.084,0.378,0.286,0.569
858,19139,0.12,0.022,0.221,0.273,0.364,0.415
859,19141,0.173,0.054,0.267,0.187,0.319,0.414
860,19143,0.195,0.051,0.233,0.199,0.322,0.445
861,19145,0.088,0.053,0.068,0.31,0.481,0.451
862,19147,0.199,0.116,0.088,0.179,0.419,0.494
863,19149,0.125,0.145,0.166,0.162,0.402,0.432
864,19151,0.214,0.124,0.162,0.165,0.335,0.503
865,19153,0.044,0.089,0.136,0.259,0.473,0.392
866,19155,0.115,0.083,0.147,0.264,0.39,0.462
867,19157,0.121,0.145,0.187,0.164,0.383,0.43
868,19159,0.144,0.138,0.281,0.162,0.275,0.444
869,19161,0.18,0.071,0.286,0.159,0.303,0.41
870,19163,0.075,0.027,0.126,0.277,0.494,0.379
871,19165,0.099,0.059,0.182,0.145,0.516,0.303
872,19167,0.12,0.06,0.285,0.2,0.335,0.38
873,19169,0.045,0.075,0.071,0.235,0.574,0.355
874,19171,0.066,0.053,0.209,0.181,0.491,0.3
875,19173,0.09,0.151,0.185,0.282,0.292,0.523
876,19175,0.03,0.125,0.172,0.21,0.462,0.365
877,19177,0.107,0.128,0.175,0.218,0.372,0.453
878,19179,0.034,0.082,0.293,0.221,0.37,0.337
879,19181,0.055,0.182,0.181,0.245,0.337,0.482
880,19183,0.035,0.102,0.123,0.151,0.589,0.288
881,19185,0.138,0.148,0.252,0.12,0.342,0.406
882,19187,0.209,0.167,0.161,0.101,0.362,0.477
883,19189,0.07,0.329,0.176,0.197,0.228,0.569
884,19191,0.122,0.044,0.151,0.177,0.505,0.343
885,19193,0.113,0.165,0.137,0.16,0.425,0.438
886,19195,0.072,0.271,0.175,0.231,0.251,0.569
887,19197,0.172,0.299,0.173,0.125,0.232,0.569
888,20001,0.153,0.212,0.126,0.167,0.341,0.532
889,20003,0.189,0.063,0.137,0.267,0.344,0.519
890,20005,0.137,0.122,0.169,0.256,0.316,0.515
891,20007,0.069,0.147,0.118,0.329,0.336,0.545
892,20009,0.107,0.131,0.12,0.211,0.43,0.449
893,20011,0.167,0.146,0.077,0.12,0.49,0.433
894,20013,0.089,0.149,0.183,0.197,0.382,0.435
895,20015,0.053,0.133,0.122,0.222,0.47,0.408
896,20017,0.151,0.082,0.212,0.225,0.331,0.458
897,20019,0.128,0.137,0.185,0.214,0.337,0.479
898,20021,0.131,0.121,0.164,0.174,0.41,0.426
899,20023,0.065,0.27,0.174,0.235,0.256,0.569
900,20025,0.163,0.13,0.126,0.232,0.348,0.525
901,20027,0.081,0.069,0.115,0.229,0.507,0.379
902,20029,0.154,0.077,0.118,0.217,0.434,0.448
903,20031,0.085,0.119,0.165,0.404,0.227,0.569
904,20033,0.112,0.144,0.128,0.271,0.346,0.527
905,20035,0.075,0.093,0.28,0.131,0.421,0.299
906,20037,0.108,0.143,0.118,0.139,0.492,0.39
907,20039,0.163,0.118,0.211,0.235,0.273,0.516
908,20041,0.106,0.118,0.148,0.243,0.385,0.467
909,20043,0.137,0.193,0.184,0.214,0.272,0.544
910,20045,0.006,0.009,0.024,0.227,0.734,0.242
911,20047,0.052,0.086,0.135,0.221,0.506,0.359
912,20049,0.061,0.05,0.295,0.282,0.312,0.393
913,20051,0.154,0.154,0.224,0.148,0.32,0.456
914,20053,0.174,0.133,0.133,0.187,0.373,0.494
915,20055,0.166,0.089,0.163,0.239,0.343,0.494
916,20057,0.143,0.084,0.143,0.232,0.399,0.459
917,20059,0.063,0.06,0.159,0.354,0.364,0.477
918,20061,0.05,0.068,0.113,0.27,0.499,0.388
919,20063,0.24,0.089,0.234,0.151,0.287,0.48
920,20065,0.218,0.156,0.247,0.129,0.25,0.503
921,20067,0.14,0.108,0.15,0.231,0.37,0.479
922,20069,0.158,0.092,0.146,0.24,0.364,0.49
923,20071,0.135,0.131,0.181,0.229,0.323,0.495
924,20073,0.034,0.079,0.256,0.302,0.33,0.415
925,20075,0.131,0.095,0.189,0.217,0.368,0.443
926,20077,0.079,0.118,0.21,0.193,0.4,0.39
927,20079,0.075,0.058,0.121,0.323,0.423,0.456
928,20081,0.153,0.107,0.137,0.239,0.364,0.499
929,20083,0.126,0.075,0.163,0.225,0.412,0.426
930,20085,0.01,0.116,0.161,0.136,0.577,0.262
931,20087,0.026,0.069,0.09,0.182,0.634,0.277
932,20089,0.171,0.142,0.087,0.259,0.34,0.569
933,20091,0.029,0.019,0.075,0.224,0.654,0.272
934,20093,0.155,0.098,0.172,0.229,0.346,0.482
935,20095,0.081,0.212,0.114,0.128,0.464,0.421
936,20097,0.062,0.107,0.128,0.233,0.469,0.402
937,20099,0.168,0.123,0.091,0.147,0.471,0.438
938,20101,0.197,0.075,0.197,0.204,0.326,0.476
939,20103,0.087,0.135,0.092,0.142,0.544,0.364
940,20105,0.171,0.132,0.16,0.163,0.375,0.466
941,20107,0.14,0.053,0.121,0.285,0.4,0.478
942,20109,0.206,0.131,0.194,0.189,0.28,0.526
943,20111,0.113,0.111,0.133,0.3,0.344,0.524
944,20113,0.12,0.065,0.106,0.313,0.396,0.498
945,20115,0.101,0.068,0.209,0.279,0.343,0.448
946,20117,0.048,0.049,0.233,0.263,0.407,0.36
947,20119,0.164,0.123,0.115,0.235,0.362,0.522
948,20121,0.071,0.044,0.095,0.25,0.54,0.365
949,20123,0.173,0.116,0.144,0.18,0.388,0.469
950,20125,0.164,0.132,0.102,0.195,0.407,0.491
951,20127,0.11,0.094,0.148,0.244,0.404,0.448
952,20129,0.12,0.113,0.144,0.218,0.405,0.451
953,20131,0.035,0.094,0.203,0.236,0.432,0.365
954,20133,0.133,0.204,0.12,0.127,0.416,0.464
955,20135,0.15,0.083,0.199,0.198,0.371,0.431
956,20137,0.161,0.163,0.177,0.225,0.275,0.549
957,20139,0.018,0.09,0.088,0.24,0.564,0.348
958,20141,0.174,0.233,0.163,0.136,0.293,0.543
959,20143,0.131,0.117,0.164,0.191,0.396,0.439
